enrollment_id,user_id,course_id,enrollment_date
1069,242,13,2023-01-05
1070,5,26,2022-10-14
1071,792,17,2024-01-02
1072,731,12,2023-10-15
1073,117,47,2022-08-05
1074,470,1,2022-10-07
1075,516,33,2022-04-13
1076,914,17,2023-10-11
1077,427,44,2022-07-03
1078,102,6,2022-06-22
1079,412,24,2022-01-16
1080,743,31,2023-03-30
1081,761,16,2022-11-14
1082,696,6,2023-05-11
1083,465,48,2023-01-14
1084,572,45,2024-01-18
1085,143,23,2023-05-22
1086,850,36,2023-05-22
1087,679,26,2023-06-11
1088,677,23,2022-02-26
1089,81,12,2023-05-26
1090,73,32,2023-11-20
1091,737,16,2022-11-08
1092,599,48,2022-11-25
1093,118,49,2022-12-13
1094,981,23,2023-03-24
1095,169,15,2022-07-13
1096,114,26,2022-04-02
1097,750,43,2022-06-20
1098,360,45,2022-04-29
1099,666,26,2022-07-31
1100,211,46,2022-04-28
1101,283,49,2023-12-10
1102,683,32,2022-05-10
1103,37,47,2023-02-26
1104,525,32,2023-02-05
1105,818,27,2023-03-08
1106,19,19,2023-12-26
1107,546,14,2022-01-15
1108,693,36,2023-11-30
1109,747,3,2022-01-06
1110,359,40,2023-08-13
1111,762,32,2023-04-13
1112,635,4,2023-01-08
1113,685,31,2023-06-15
1114,787,12,2023-08-31
1115,357,46,2023-08-10
1116,245,46,2022-05-21
1117,228,32,2023-05-20
1118,715,31,2022-08-20
1119,956,7,2022-03-14
1120,754,25,2023-07-21
1121,791,43,2022-04-08
1122,331,41,2023-12-02
1123,969,30,2022-01-13
1124,645,31,2023-10-26
1125,717,37,2022-04-04
1126,287,33,2023-01-22
1127,701,27,2022-08-14
1128,94,28,2022-01-15
1129,708,23,2023-02-10
1130,598,25,2022-03-27
1131,204,46,2023-08-25
1132,278,25,2022-05-29
1133,96,30,2022-08-30
1134,739,34,2023-04-01
1135,713,20,2023-02-14
1136,303,17,2023-04-03
1137,157,40,2023-08-11
1138,717,32,2023-04-18
1139,750,21,2022-10-15
1140,913,28,2024-01-14
1141,475,34,2024-01-04
1142,657,39,2023-04-27
1143,786,17,2022-05-07
1144,610,27,2023-09-19
1145,49,9,2022-05-04
1146,768,18,2022-11-24
1147,333,35,2023-06-07
1148,890,47,2022-06-10
1149,99,1,2023-08-19
1150,620,33,2022-07-02
1151,845,32,2022-11-11
1152,870,40,2023-12-26
1153,558,17,2023-10-28
1154,557,45,2022-06-06
1155,514,13,2023-01-19
1156,276,39,2023-02-07
1157,512,29,2023-03-27
1158,159,30,2023-02-06
1159,797,8,2022-04-24
1160,47,3,2022-02-19
1161,213,23,2023-05-10
1162,395,49,2023-07-30
1163,994,27,2022-02-16
1164,660,17,2023-05-13
1165,705,48,2022-12-19
1166,47,15,2023-03-19
1167,716,46,2023-08-04
1168,130,20,2022-10-08
1169,590,14,2022-07-29
1170,208,13,2022-06-19
1171,330,47,2022-07-24
1172,272,6,2024-01-19
1173,75,25,2023-01-07
1174,669,35,2023-11-13
1175,585,22,2022-03-26
1176,740,45,2023-06-10
1177,668,7,2022-02-04
1178,142,33,2022-07-02
1179,587,9,2022-04-18
1180,205,4,2022-08-04
1181,555,26,2022-01-05
1182,77,4,2023-04-25
1183,665,12,2023-09-10
1184,417,37,2022-08-05
1185,679,4,2023-02-24
1186,621,2,2022-05-16
1187,569,43,2023-12-16
1188,267,32,2023-06-15
1189,307,15,2022-04-24
1190,282,27,2023-01-16
1191,677,17,2023-09-13
1192,632,12,2023-06-21
1193,353,1,2022-01-05
1194,686,39,2022-10-10
1195,670,28,2022-07-08
1196,910,43,2023-07-24
1197,288,12,2023-05-21
1198,569,30,2023-02-28
1199,650,30,2023-08-03
1200,705,1,2022-05-29
1201,995,49,2022-06-18
1202,437,25,2022-06-07
1203,72,39,2022-08-04
1204,56,47,2022-05-24
1205,420,9,2023-03-11
1206,314,37,2022-01-30
1207,641,24,2022-03-11
1208,862,46,2022-03-02
1209,156,31,2023-09-01
1210,328,47,2023-03-20
1211,671,38,2023-06-06
1212,557,30,2023-12-03
1213,645,41,2023-11-04
1214,353,30,2023-10-29
1215,255,1,2022-04-17
1216,536,38,2023-09-16
1217,808,50,2022-10-05
1218,27,35,2022-10-25
1219,529,49,2022-08-05
1220,986,16,2022-09-30
1221,634,45,2022-06-08
1222,419,22,2022-06-19
1223,772,36,2022-05-25
1224,896,32,2023-06-08
1225,122,29,2023-01-15
1226,764,39,2023-01-17
1227,137,34,2023-02-13
1228,671,17,2022-04-30
1229,762,21,2023-04-24
1230,841,17,2023-08-04
1231,812,31,2022-02-27
1232,749,50,2022-04-24
1233,92,22,2022-02-22
1234,34,20,2023-05-04
1235,760,2,2022-03-29
1236,865,42,2022-03-22
1237,432,12,2022-09-29
1238,390,20,2022-01-08
1239,166,42,2023-08-14
1240,396,36,2022-06-16
1241,967,16,2023-12-28
1242,924,40,2023-10-28
1243,783,29,2023-03-16
1244,352,24,2023-04-29
1245,681,19,2022-07-21
1246,781,7,2023-08-28
1247,515,9,2023-11-08
1248,358,35,2022-02-03
1249,205,27,2023-07-13
1250,443,40,2022-03-13
1251,496,36,2024-01-03
1252,231,2,2024-01-22
1253,768,3,2023-06-21
1254,409,33,2022-07-01
1255,567,37,2022-06-25
1256,720,13,2023-02-06
1257,968,13,2022-08-03
1258,702,9,2022-01-27
1259,886,37,2023-03-22
1260,865,37,2022-01-13
1261,944,38,2022-02-19
1262,231,29,2023-06-02
1263,370,14,2022-10-25
1264,749,7,2023-10-18
1265,583,39,2022-08-10
1266,782,12,2023-10-06
1267,68,30,2023-11-10
1268,647,41,2023-05-13
1269,697,4,2023-08-04
1270,223,23,2023-05-26
1271,823,40,2022-03-02
1272,991,11,2022-07-05
1273,39,5,2022-12-13
1274,971,45,2023-10-04
1275,455,23,2023-04-27
1276,900,19,2023-10-20
1277,177,6,2022-01-03
1278,879,44,2023-01-17
1279,419,25,2023-09-07
1280,350,48,2023-03-16
1281,134,41,2022-04-15
1282,672,42,2022-03-07
1283,229,47,2022-12-21
1284,427,22,2022-04-14
1285,810,44,2022-06-05
1286,486,41,2023-05-14
1287,222,17,2022-06-07
1288,406,35,2023-07-07
1289,830,43,2023-11-29
1290,894,4,2022-02-26
1291,111,40,2023-01-27
1292,112,8,2023-01-10
1293,108,20,2022-02-03
1294,939,5,2023-06-01
1295,42,50,2023-09-01
1296,161,18,2022-05-02
1297,985,46,2022-12-04
1298,641,35,2022-05-02
1299,190,25,2023-06-06
1300,818,2,2022-10-27
1301,781,44,2022-12-08
1302,196,37,2022-05-05
1303,784,15,2023-03-14
1304,315,46,2023-12-31
1305,424,42,2022-08-24
1306,56,3,2023-03-07
1307,84,39,2023-03-08
1308,26,23,2022-07-01
1309,635,12,2023-03-21
1310,904,1,2023-06-17
1311,910,19,2022-10-31
1312,99,27,2023-12-02
1313,714,12,2023-10-08
1314,548,21,2022-03-18
1315,628,5,2023-05-30
1316,821,6,2023-01-25
1317,801,46,2022-01-18
1318,618,50,2022-11-25
1319,30,46,2022-04-11
1320,11,6,2023-05-19
1321,395,5,2022-01-30
1322,616,10,2023-02-27
1323,107,25,2022-09-26
1324,181,36,2023-01-30
1325,400,28,2022-11-15
1326,502,42,2022-01-07
1327,807,3,2023-01-27
1328,907,5,2023-10-30
1329,927,12,2023-05-13
1330,985,7,2023-05-09
1331,41,30,2023-10-25
1332,470,40,2022-10-18
1333,10,21,2023-11-08
1334,177,17,2023-03-25
1335,833,30,2022-03-14
1336,555,19,2023-11-01
1337,920,50,2022-08-19
1338,764,43,2022-08-03
1339,25,16,2022-04-18
1340,689,22,2023-02-09
1341,612,15,2023-06-12
1342,262,42,2023-11-07
1343,773,30,2023-12-06
1344,58,39,2022-04-17
1345,655,2,2023-11-25
1346,311,4,2022-10-17
1347,3,15,2022-12-20
1348,41,44,2022-02-15
1349,554,1,2022-06-14
1350,634,3,2023-07-02
1351,1000,46,2022-11-19
1352,273,35,2023-07-05
1353,267,25,2022-01-07
1354,712,9,2023-09-11
1355,185,42,2022-03-14
1356,542,30,2022-04-02
1357,376,39,2023-11-03
1358,747,29,2022-06-23
1359,869,30,2023-06-23
1360,455,4,2022-03-31
1361,467,13,2022-04-30
1362,276,43,2023-06-28
1363,483,41,2022-06-02
1364,616,16,2023-11-24
1365,869,17,2023-08-07
1366,975,41,2023-04-09
1367,789,10,2023-04-08
1368,286,36,2023-07-30
1369,920,23,2022-06-26
1370,119,41,2023-07-17
1371,592,8,2022-02-15
1372,90,25,2023-04-03
1373,592,2,2023-10-04
1374,761,1,2023-08-19
1375,826,24,2023-05-06
1376,151,11,2022-05-19
1377,999,11,2022-03-31
1378,856,28,2023-11-28
1379,232,21,2022-03-11
1380,652,32,2022-01-03
1381,112,11,2023-08-24
1382,29,13,2022-02-14
1383,49,30,2023-08-20
1384,982,28,2022-04-21
1385,283,42,2022-11-02
1386,748,25,2022-11-12
1387,277,18,2022-03-02
1388,47,41,2022-03-06
1389,214,24,2022-07-31
1390,360,50,2023-08-22
1391,146,7,2022-04-09
1392,596,3,2023-03-13
1393,876,23,2022-11-06
1394,419,27,2022-10-27
1395,79,42,2023-05-28
1396,47,2,2022-04-24
1397,998,22,2022-11-24
1398,591,32,2024-01-17
1399,2,42,2022-02-14
1400,443,40,2023-01-03
1401,848,49,2023-01-31
1402,810,10,2023-01-04
1403,947,42,2022-12-24
1404,544,43,2023-01-21
1405,177,18,2023-03-16
1406,997,30,2023-12-23
1407,329,36,2022-02-16
1408,116,7,2023-10-01
1409,373,47,2022-09-27
1410,916,49,2022-10-10
1411,906,21,2022-06-29
1412,760,35,2022-11-18
1413,749,41,2022-03-19
1414,423,20,2022-01-03
1415,968,26,2022-09-29
1416,876,1,2022-06-07
1417,795,35,2022-07-17
1418,291,50,2023-05-24
1419,687,48,2023-08-28
1420,23,12,2022-09-21
1421,926,29,2023-04-19
1422,311,9,2022-07-05
1423,856,28,2023-06-30
1424,385,44,2023-10-28
1425,253,22,2023-05-04
1426,494,30,2022-03-17
1427,251,32,2023-09-29
1428,6,36,2023-09-27
1429,310,50,2023-08-15
1430,631,30,2023-04-02
1431,942,11,2023-01-21
1432,837,5,2022-03-27
1433,251,33,2022-11-20
1434,748,22,2022-01-30
1435,343,46,2022-06-17
1436,166,2,2023-03-29
1437,660,7,2023-05-30
1438,747,38,2023-07-08
1439,21,31,2023-09-12
1440,183,40,2023-09-17
1441,238,42,2023-03-05
1442,20,42,2023-08-05
1443,721,6,2023-02-06
1444,805,8,2023-12-17
1445,417,49,2024-01-24
1446,77,40,2022-08-16
1447,426,35,2022-01-28
1448,791,19,2022-01-08
1449,259,50,2022-06-29
1450,483,16,2023-12-01
1451,867,26,2022-12-22
1452,502,12,2023-12-16
1453,637,14,2022-08-14
1454,699,20,2023-12-21
1455,242,27,2022-01-05
1456,665,11,2023-09-14
1457,34,22,2023-01-07
1458,867,18,2023-06-21
1459,215,16,2023-10-19
1460,340,44,2022-04-23
1461,545,36,2023-06-17
1462,138,44,2022-03-05
1463,602,33,2023-08-24
1464,958,11,2023-09-24
1465,311,48,2022-10-06
1466,909,32,2022-06-03
1467,960,13,2023-07-20
1468,317,47,2023-10-30
1469,314,4,2023-02-05
1470,550,2,2023-03-28
1471,746,2,2023-06-09
1472,268,9,2024-01-07
1473,13,49,2022-01-01
1474,670,45,2023-06-19
1475,681,13,2022-02-06
1476,370,35,2022-07-02
1477,193,10,2023-03-02
1478,412,43,2023-04-14
1479,154,30,2023-06-18
1480,211,17,2023-10-06
1481,987,20,2023-12-05
1482,496,39,2022-11-29
1483,286,29,2023-08-07
1484,829,6,2023-10-07
1485,102,26,2022-03-13
1486,641,45,2022-04-18
1487,920,39,2022-08-21
1488,290,44,2022-06-10
1489,720,8,2022-07-29
1490,2,34,2022-05-06
1491,592,10,2022-08-25
1492,252,20,2022-03-28
1493,964,2,2022-10-02
1494,168,32,2023-11-25
1495,276,40,2023-03-20
1496,549,42,2022-10-29
1497,988,9,2023-09-27
1498,550,38,2022-08-06
1499,379,47,2023-10-21
1500,542,48,2023-04-26
1501,145,4,2022-11-13
1502,128,5,2023-08-18
1503,982,6,2023-12-25
1504,431,36,2023-06-14
1505,198,16,2022-04-01
1506,453,26,2023-11-19
1507,867,40,2022-04-10
1508,395,35,2023-01-02
1509,358,15,2022-02-19
1510,195,21,2022-12-02
1511,154,44,2022-06-23
1512,392,5,2023-09-07
1513,814,16,2023-12-25
1514,111,18,2023-05-07
1515,154,8,2022-08-31
1516,731,20,2023-11-17
1517,917,44,2023-11-05
1518,688,29,2022-03-03
1519,656,21,2022-01-28
1520,961,26,2023-05-26
1521,216,42,2023-05-15
1522,643,16,2022-06-03
1523,437,30,2023-10-03
1524,599,2,2023-10-09
1525,719,45,2022-06-30
1526,563,18,2022-10-08
1527,330,2,2023-05-27
1528,205,17,2023-01-24
1529,226,34,2022-06-16
1530,920,22,2023-02-07
1531,227,23,2023-07-31
1532,730,39,2023-02-19
1533,339,7,2022-09-10
1534,225,36,2022-03-20
1535,761,35,2022-10-26
1536,847,7,2022-12-02
1537,206,33,2024-01-06
1538,605,50,2022-07-03
1539,679,16,2022-12-10
1540,46,24,2022-09-14
1541,39,36,2023-05-17
1542,791,14,2022-03-10
1543,388,10,2022-05-05
1544,353,14,2022-01-19
1545,535,12,2023-02-28
1546,525,17,2022-03-29
1547,509,30,2023-07-04
1548,842,8,2023-03-30
1549,669,41,2022-11-04
1550,565,27,2023-04-21
1551,880,31,2023-07-29
1552,885,25,2023-05-15
1553,244,29,2022-12-03
1554,956,43,2023-04-19
1555,142,29,2023-03-20
1556,2,30,2023-09-23
1557,943,30,2022-03-01
1558,221,7,2023-10-11
1559,224,23,2023-11-24
1560,432,31,2022-05-29
1561,460,32,2022-08-12
1562,299,44,2023-11-18
1563,573,39,2022-11-18
1564,482,12,2023-10-29
1565,900,6,2022-02-02
1566,737,44,2023-02-27
1567,632,26,2022-11-07
1568,672,50,2022-10-20
1569,882,16,2023-11-14
1570,725,8,2022-01-18
1571,128,33,2023-11-13
1572,171,27,2023-04-28
1573,299,4,2022-12-02
1574,57,18,2022-09-15
1575,554,15,2023-11-18
1576,273,38,2022-09-23
1577,615,43,2023-04-17
1578,10,29,2022-07-14
1579,457,45,2023-04-17
1580,732,26,2023-06-01
1581,882,4,2023-04-21
1582,251,17,2023-06-13
1583,429,2,2023-10-15
1584,608,4,2023-03-15
1585,444,40,2022-03-24
1586,709,35,2023-11-22
1587,445,1,2022-09-26
1588,641,7,2022-06-22
1589,116,46,2023-03-17
1590,183,47,2022-02-28
1591,593,18,2022-11-10
1592,762,36,2022-11-07
1593,562,14,2022-07-11
1594,502,37,2022-06-22
1595,566,8,2023-02-28
1596,862,18,2023-08-11
1597,314,40,2023-02-23
1598,925,28,2023-06-28
1599,246,15,2022-04-29
1600,24,36,2022-12-29
1601,614,49,2022-07-23
1602,559,6,2023-05-16
1603,113,49,2023-08-02
1604,792,12,2023-02-16
1605,538,19,2023-05-11
1606,873,1,2023-11-21
1607,463,47,2022-04-12
1608,978,28,2022-03-17
1609,700,22,2022-09-16
1610,57,38,2022-10-27
1611,893,42,2023-04-18
1612,504,9,2023-08-24
1613,746,13,2024-01-13
1614,942,25,2023-04-08
1615,312,2,2023-09-29
1616,713,27,2023-11-22
1617,147,13,2023-05-20
1618,796,28,2022-02-28
1619,327,4,2022-02-25
1620,275,39,2023-12-04
1621,399,45,2022-11-27
1622,80,14,2023-10-09
1623,839,42,2023-12-08
1624,163,42,2023-05-28
1625,460,45,2022-01-12
1626,48,11,2023-08-04
1627,802,16,2022-10-23
1628,875,16,2023-08-24
1629,125,17,2023-01-30
1630,607,8,2023-08-12
1631,49,49,2024-01-05
1632,501,46,2023-01-30
1633,562,34,2022-05-16
1634,478,6,2022-10-07
1635,332,4,2023-05-22
1636,486,26,2022-10-09
1637,530,27,2022-06-17
1638,450,27,2024-01-07
1639,70,11,2023-11-08
1640,308,39,2023-10-16
1641,84,41,2023-06-30
1642,864,7,2022-08-05
1643,849,44,2023-03-06
1644,426,43,2023-11-09
1645,933,29,2022-01-01
1646,397,39,2023-07-14
1647,966,46,2023-01-07
1648,171,19,2022-06-12
1649,911,24,2023-11-05
1650,303,16,2023-05-07
1651,567,50,2022-04-26
1652,116,13,2023-03-13
1653,203,10,2023-01-21
1654,156,8,2023-04-26
1655,826,3,2023-09-28
1656,135,18,2024-01-17
1657,202,5,2023-11-25
1658,520,49,2022-12-03
1659,268,49,2023-12-15
1660,176,36,2022-05-04
1661,81,11,2023-11-06
1662,235,3,2022-12-11
1663,978,25,2022-05-19
1664,786,25,2023-04-05
1665,54,14,2023-06-24
1666,271,1,2022-09-05
1667,752,22,2023-06-19
1668,164,43,2022-10-12
1669,47,44,2022-07-22
1670,183,40,2023-11-30
1671,436,50,2022-11-23
1672,286,50,2022-12-21
1673,118,50,2022-10-23
1674,184,23,2022-11-16
1675,458,5,2023-03-23
1676,609,11,2023-11-03
1677,728,39,2024-01-29
1678,338,8,2023-11-29
1679,493,37,2022-08-19
1680,912,44,2023-04-03
1681,949,25,2022-12-06
1682,281,33,2023-06-16
1683,891,21,2022-03-23
1684,791,34,2022-07-01
1685,821,15,2022-01-13
1686,288,28,2022-01-16
1687,886,47,2023-06-17
1688,339,22,2022-07-12
1689,363,28,2023-07-21
1690,124,24,2022-06-19
1691,200,37,2022-09-05
1692,784,36,2023-12-13
1693,512,11,2023-10-25
1694,605,3,2023-05-09
1695,578,41,2023-11-11
1696,47,44,2023-05-28
1697,90,3,2022-10-30
1698,400,38,2022-10-22
1699,254,50,2023-09-28
1700,776,32,2023-04-17
1701,128,45,2022-04-06
1702,125,14,2022-04-03
1703,504,40,2022-01-23
1704,735,23,2023-11-27
1705,689,43,2022-06-12
1706,493,37,2023-08-01
1707,766,30,2022-06-27
1708,979,14,2022-11-30
1709,613,18,2022-01-03
1710,264,21,2023-11-03
1711,828,4,2022-02-03
1712,705,26,2022-03-24
1713,840,27,2022-11-16
1714,857,29,2024-01-02
1715,120,9,2023-10-13
1716,564,14,2022-02-10
1717,631,2,2022-03-22
1718,795,13,2022-11-03
1719,474,10,2022-06-08
1720,324,21,2023-06-15
1721,658,15,2022-09-22
1722,951,49,2022-07-01
1723,1,43,2023-02-23
1724,322,37,2022-12-18
1725,492,11,2022-07-03
1726,818,26,2022-04-06
1727,345,32,2022-11-03
1728,730,42,2022-04-12
1729,746,47,2023-12-06
1730,167,24,2023-01-24
1731,334,47,2023-10-28
1732,833,30,2023-12-31
1733,489,41,2023-10-31
1734,632,50,2023-12-04
1735,451,3,2023-11-27
1736,963,27,2023-02-02
1737,664,24,2023-04-28
1738,130,13,2023-01-22
1739,544,15,2022-02-18
1740,429,44,2022-09-16
1741,138,50,2023-04-19
1742,662,42,2022-11-01
1743,400,39,2022-05-15
1744,727,42,2023-09-30
1745,415,13,2023-06-07
1746,195,3,2023-04-17
1747,922,18,2023-05-30
1748,771,40,2022-03-07
1749,882,21,2022-07-19
1750,752,16,2023-06-10
1751,184,27,2022-10-06
1752,245,5,2022-08-07
1753,805,35,2022-05-29
1754,848,3,2022-08-12
1755,870,24,2022-06-28
1756,499,6,2024-01-19
1757,217,19,2023-10-28
1758,159,21,2022-07-08
1759,935,32,2023-05-26
1760,597,21,2022-02-03
1761,267,17,2022-10-26
1762,909,40,2024-01-30
1763,626,46,2023-11-18
1764,193,21,2022-03-07
1765,524,30,2023-10-20
1766,27,43,2022-09-24
1767,23,27,2022-12-25
1768,675,7,2023-07-28
1769,993,1,2022-01-14
1770,421,13,2023-11-09
1771,530,6,2023-11-26
1772,58,11,2024-01-21
1773,888,48,2022-04-08
1774,378,45,2023-06-15
1775,437,14,2023-12-18
1776,448,24,2023-11-07
1777,786,37,2023-02-28
1778,237,12,2022-03-04
1779,155,36,2022-03-01
1780,23,12,2024-01-07
1781,812,47,2022-05-04
1782,150,12,2023-04-25
1783,559,8,2022-03-31
1784,83,21,2022-11-20
1785,585,48,2023-05-02
1786,627,29,2023-10-25
1787,893,21,2022-05-18
1788,613,2,2022-12-30
1789,729,18,2024-01-12
1790,861,42,2022-09-13
1791,75,9,2022-01-25
1792,794,9,2024-01-05
1793,512,24,2022-11-05
1794,398,43,2024-01-24
1795,895,23,2023-10-03
1796,478,42,2022-01-20
1797,994,48,2023-09-13
1798,162,2,2023-06-13
1799,980,42,2023-01-09
1800,565,31,2022-01-15
1801,823,16,2023-03-05
1802,113,44,2023-04-13
1803,968,23,2022-03-28
1804,442,17,2022-12-04
1805,659,5,2022-07-31
1806,767,2,2022-05-29
1807,681,22,2023-08-31
1808,290,6,2022-02-17
1809,175,32,2022-06-04
1810,177,16,2022-06-17
1811,425,24,2023-12-31
1812,221,45,2022-03-20
1813,622,18,2023-09-08
1814,993,3,2022-10-13
1815,272,42,2023-09-16
1816,734,7,2023-05-19
1817,862,12,2023-10-12
1818,823,33,2022-10-21
1819,977,5,2022-01-10
1820,20,13,2023-03-09
1821,925,39,2022-10-26
1822,280,44,2023-08-06
1823,866,23,2022-04-10
1824,961,15,2022-03-14
1825,165,45,2024-01-22
1826,723,46,2023-02-19
1827,680,12,2022-02-03
1828,711,8,2023-07-19
1829,284,41,2023-03-03
1830,722,37,2022-07-07
1831,630,12,2022-01-16
1832,758,47,2022-07-03
1833,282,35,2023-12-08
1834,966,1,2022-07-29
1835,825,47,2022-11-27
1836,400,27,2023-04-30
1837,395,23,2024-01-19
1838,658,18,2024-01-06
1839,167,22,2022-07-09
1840,929,45,2023-08-26
1841,198,37,2022-02-07
1842,867,33,2023-12-03
1843,86,39,2023-09-20
1844,724,26,2022-02-11
1845,821,47,2024-01-18
1846,704,19,2023-04-15
1847,389,43,2022-10-16
1848,694,33,2022-10-15
1849,487,5,2022-03-03
1850,263,8,2022-07-28
1851,454,50,2022-08-15
1852,17,20,2023-08-01
1853,584,23,2023-02-02
1854,519,18,2022-09-14
1855,735,27,2024-01-27
1856,348,41,2023-06-05
1857,518,21,2022-06-21
1858,218,33,2022-06-05
1859,571,18,2023-07-09
1860,153,37,2023-02-25
1861,568,11,2023-10-31
1862,808,5,2022-08-12
1863,379,45,2023-09-10
1864,567,40,2023-03-11
1865,265,18,2023-12-26
1866,770,18,2022-03-22
1867,923,6,2022-07-03
1868,21,34,2023-12-23
1869,627,49,2022-11-26
1870,867,2,2023-07-28
1871,754,47,2023-12-17
1872,172,3,2022-04-16
1873,633,3,2023-11-06
1874,432,31,2022-04-28
1875,189,40,2022-09-11
1876,390,22,2023-04-07
1877,466,29,2022-07-30
1878,982,20,2022-03-02
1879,270,30,2023-07-09
1880,938,1,2023-02-23
1881,401,48,2022-05-24
1882,452,38,2023-01-27
1883,279,43,2022-08-04
1884,471,38,2023-08-25
1885,250,6,2022-06-29
1886,767,43,2022-06-15
1887,784,33,2022-02-09
1888,246,30,2022-07-08
1889,599,27,2022-02-17
1890,229,41,2023-11-02
1891,341,24,2022-09-22
1892,303,37,2023-04-26
1893,68,20,2022-11-08
1894,617,18,2022-04-11
1895,712,9,2022-08-21
1896,576,20,2023-05-21
1897,458,4,2022-04-05
1898,581,45,2022-01-18
1899,923,26,2023-09-27
1900,249,39,2022-05-17
1901,514,35,2023-01-31
1902,832,4,2022-12-30
1903,404,6,2022-12-21
1904,984,3,2022-09-17
1905,205,18,2022-05-12
1906,579,24,2023-04-06
1907,188,12,2022-07-26
1908,56,38,2022-11-21
1909,641,13,2023-04-04
1910,213,40,2022-11-24
1911,227,50,2022-04-27
1912,181,37,2022-09-22
1913,492,35,2023-07-30
1914,231,40,2023-12-08
1915,388,4,2022-08-17
1916,626,3,2022-02-09
1917,616,39,2022-09-13
1918,732,23,2022-09-15
1919,883,44,2022-03-09
1920,310,21,2023-03-10
1921,797,34,2022-08-11
1922,476,44,2023-05-28
1923,743,27,2022-09-03
1924,126,38,2024-01-12
1925,560,25,2023-02-19
1926,425,42,2023-03-21
1927,387,11,2023-01-30
1928,470,20,2023-04-05
1929,514,1,2022-02-25
1930,803,10,2023-08-05
1931,914,47,2023-08-28
1932,701,44,2023-04-17
1933,26,25,2023-08-01
1934,878,46,2022-08-22
1935,922,24,2022-04-20
1936,10,16,2023-10-04
1937,281,42,2022-08-17
1938,179,40,2022-09-17
1939,360,27,2022-11-07
1940,310,8,2023-12-18
1941,938,43,2022-01-21
1942,668,36,2023-08-13
1943,910,4,2022-01-16
1944,835,12,2022-12-18
1945,759,20,2022-06-22
1946,767,15,2022-01-18
1947,612,39,2023-08-16
1948,256,27,2023-12-21
1949,824,26,2023-02-03
1950,248,25,2022-05-04
1951,745,41,2022-01-24
1952,578,11,2023-01-14
1953,240,26,2023-12-01
1954,687,36,2022-02-03
1955,713,43,2022-01-28
1956,187,32,2023-12-13
1957,954,45,2023-11-13
1958,796,11,2023-12-24
1959,705,3,2023-12-14
1960,144,20,2023-04-10
1961,4,46,2023-02-10
1962,814,40,2023-12-26
1963,196,48,2023-10-19
1964,850,23,2022-01-05
1965,326,38,2022-04-21
1966,173,1,2022-01-14
1967,782,4,2023-04-14
1968,57,18,2023-03-19
1969,471,21,2022-12-15
1970,853,34,2022-09-06
1971,112,18,2023-10-10
1972,319,29,2022-04-18
1973,186,34,2022-03-12
1974,357,43,2022-07-30
1975,115,32,2022-04-07
1976,837,21,2022-04-19
1977,75,20,2022-05-22
1978,227,18,2023-03-13
1979,743,32,2023-01-24
1980,650,11,2023-04-12
1981,627,19,2022-08-04
1982,308,10,2023-09-14
1983,249,5,2023-09-18
1984,624,45,2023-08-19
1985,225,20,2022-05-27
1986,12,14,2024-01-04
1987,3,27,2023-12-16
1988,315,8,2023-05-29
1989,316,35,2023-05-03
1990,4,22,2023-10-09
1991,799,46,2023-10-27
1992,419,6,2022-09-20
1993,724,2,2022-10-21
1994,149,11,2023-09-15
1995,168,50,2023-10-14
1996,147,25,2022-04-07
1997,630,24,2023-05-06
1998,959,5,2023-06-29
1999,211,7,2023-08-03
2000,235,23,2022-11-15
2001,162,8,2022-06-26
2002,199,5,2023-06-19
2003,317,32,2022-02-22
2004,77,23,2023-08-24
2005,865,14,2023-01-19
2006,881,45,2022-10-09
2007,839,42,2023-07-28
2008,89,39,2022-02-15
2009,450,11,2023-03-15
2010,447,9,2022-10-23
2011,877,8,2022-02-11
2012,669,27,2022-11-19
2013,528,24,2023-06-25
2014,620,10,2023-01-22
2015,421,4,2023-06-25
2016,547,20,2022-04-21
2017,142,18,2023-07-16
2018,731,28,2022-05-27
2019,225,15,2022-01-09
2020,755,46,2023-04-30
2021,74,20,2022-09-14
2022,70,21,2022-12-09
2023,579,48,2023-12-13
2024,491,34,2022-04-26
2025,255,5,2022-04-07
2026,1,21,2023-12-04
2027,251,15,2023-07-18
2028,327,34,2022-11-01
2029,769,45,2022-01-23
2030,167,48,2022-07-07
2031,37,11,2023-09-06
2032,437,33,2022-12-19
2033,778,48,2022-08-31
2034,59,22,2022-01-01
2035,523,50,2023-10-23
2036,788,25,2022-07-30
2037,879,21,2022-12-16
2038,492,20,2023-02-07
2039,28,48,2022-07-17
2040,550,37,2022-07-19
2041,715,7,2024-01-06
2042,215,37,2022-03-03
2043,182,33,2022-07-13
2044,367,43,2023-08-22
2045,498,27,2022-12-26
2046,118,12,2023-09-09
2047,101,38,2023-05-14
2048,194,48,2022-02-14
2049,422,26,2022-06-04
2050,877,17,2022-10-12
2051,211,20,2022-03-16
2052,151,42,2022-08-12
2053,532,29,2023-12-26
2054,10,25,2022-05-15
2055,628,44,2023-03-16
2056,171,9,2023-02-02
2057,482,39,2022-01-24
2058,531,40,2024-01-29
2059,640,8,2023-12-26
2060,837,34,2023-02-02
2061,640,45,2023-01-26
2062,209,12,2023-11-06
2063,925,34,2022-08-08
2064,614,5,2022-08-04
2065,349,21,2023-03-06
2066,976,36,2022-03-17
